,omni_id,y,x,height,width,artwork_name,artist_full_name,artist_first_name,artist_last_name,date,century,source_url,image_url,collection_origins,general_type,genre,school,original_id_in_collection,palette_families,palette,pixel_counts,geocoded,media,style,dimensions,location,tag,dominant_color,dominant_color_family,description,publisher,distributable_url
314,1237,10174.41303615299,7783.872253980047,1300.0,1620.0,painting,joan miro  ,joan,miro,1933,20,https://www.wikiart.org/en/joan-miro/painting-2,https://uploads8.wikiart.org/images/joan-miro/painting-2.jpg,WikiArt,painting,abstract,Unknown,1237,Reds Grays Blues Whites,"[u'#925f4c', u'#8c7f91', u'#774128', u'#314bb5', u'#2841c5', u'#dce2d8', u'#a34e33', u'#7a4c31', u'#574e6a', u'#53608c', u'#463c5e', u'#242c75']",3682 5182 13595 6385 16953 5357 4352 11239 2434 3552 7303 2142,f,"oil,canvas",surrealism,130 x 162 cm,Unknown,Unknown,#2841c5,Blues,,,Unknown
358,1411,9323.175513582744,8366.001145545273,380.0,460.0,the nightingale's song at midnight and the morning rain,joan miro  ,joan,miro,1940,20,https://www.wikiart.org/en/joan-miro/the-nightingale-s-song-at-midnight-and-the-morning-rain,https://uploads8.wikiart.org/images/joan-miro/the-nightingale-s-song-at-midnight-and-the-morning-rain.jpg,WikiArt,painting,abstract,Unknown,1411,Reds Blacks Whites Magentas Yellows Grays,"[u'#dfddba', u'#d3cfaf', u'#ccbfa6', u'#ab9b79', u'#786f5d', u'#f1f2d9', u'#ceb683', u'#bd2e15', u'#b3b090', u'#ad7856', u'#432835', u'#2b2039']",7592 7690 7009 9081 9597 4232 5903 4704 6588 2990 6791 7695,f,"gouache,paper",surrealism,38 x 46 cm,"perls galleries, new york city, ny, us","twilight-and-night,rain-and-fog,dreams-and-hallucinations",#786f5d,Grays,,,Unknown
381,1590,13762.507405891753,10296.11575478418,540.0,650.0,women and birds at sunrise,joan miro  ,joan,miro,1946,20,https://www.wikiart.org/en/joan-miro/women-and-birds-at-sunrise,https://uploads6.wikiart.org/images/joan-miro/women-and-birds-at-sunrise.jpg,WikiArt,painting,abstract,Unknown,1590,Whites Cyans Reds,"[u'#dff7fc', u'#d7ede5', u'#d4f1fb', u'#cdedf4', u'#cce9ef', u'#d6f0f5', u'#c8e2e2', u'#c6e4ef', u'#c5eaf1', u'#b8e0eb', u'#9dc0ca', u'#633437']",5464 1382 5919 8774 8172 6055 3926 6649 5776 12032 5204 8727,f,"oil,canvas",surrealism,54 x 65 cm,"joan mir foundation, barcelona, spain","birds,female-portraits,dreams-and-hallucinations",#b8e0eb,Whites,,,Unknown
386,1727,9999.999999999553,13409.128029144926,990.0,760.0,painting,joan miro  ,joan,miro,1950,20,https://www.wikiart.org/en/joan-miro/painting-5,https://uploads8.wikiart.org/images/joan-miro/painting-5.jpg,WikiArt,painting,abstract,Unknown,1727,Reds Yellows Blacks,"[u'#f0e580', u'#d28153', u'#cdb582', u'#c3653d', u'#bc9d71', u'#b74929', u'#886545', u'#ae8258', u'#937e56', u'#70583c', u'#66422d', u'#3b2021']",5204 5369 6698 6500 8937 6521 8562 6001 8346 6217 7908 7705,f,"oil,canvas",surrealism,99 x 76 cm,"van abbemuseum, eindhoven, netherlands",Unknown,#bc9d71,Yellows,,,Unknown
387,1744,9237.262377659146,11496.956870550126,220.0,160.0,the sun embracing the lover,joan miro  ,joan,miro,1952,20,https://www.wikiart.org/en/joan-miro/the-sun-embracing-the-lover-1952,https://uploads3.wikiart.org/images/joan-miro/the-sun-embracing-the-lover-1952.jpg,WikiArt,painting,abstract,Unknown,1744,Reds Grays Yellows Blacks,"[u'#d8bbaf', u'#d7c99e', u'#a6a782', u'#a59b7c', u'#868f6d', u'#314141', u'#e3daa9', u'#dcd0a0', u'#d5bc67', u'#b0b489', u'#6b3832', u'#1f403b']",8158 8537 7481 6275 8282 7146 5617 4278 4614 10408 3925 10271,f,"oil,canvas","abstract expressionism,surrealism",22 x 16 cm,Unknown,Unknown,#b0b489,Grays,,,Unknown
2057,19432,12198.649561824568,13026.181506348184,770.0,740.0,still life with rose,joan miro  ,joan,miro,1916,20,https://www.wikiart.org/en/joan-miro/still-life-with-rose,https://uploads0.wikiart.org/images/joan-miro/still-life-with-rose.jpg,WikiArt,painting,still life,Unknown,19432,Yellows Blacks,"[u'#bab962', u'#b5d569', u'#92733d', u'#40310a', u'#242503', u'#dcf087', u'#d7d477', u'#b3a057', u'#899c41', u'#706e30', u'#59621f', u'#4f4614']",5780 6162 3146 5164 7860 5287 5056 5068 7326 7458 6175 5406,f,"oil,cardboard","cubism,fauvism",77 x 74 cm,private collection,"flowers-and-plants,dishware-and-cutlery",#242503,Blacks,,,Unknown
2077,19511,13486.126772163634,11444.000989182316,620.0,700.0,north south,joan miro  ,joan,miro,1917,20,https://www.wikiart.org/en/joan-miro/north-south,https://uploads0.wikiart.org/images/joan-miro/north-south.jpg,WikiArt,painting,still life,Unknown,19511,Reds Grays Yellows Blacks,"[u'#bbb36c', u'#aa914f', u'#935f38', u'#823928', u'#6e8358', u'#1c1717', u'#ddd688', u'#bac890', u'#8eb080', u'#585e43', u'#345240', u'#2c322d']",5529 7486 5376 5927 6521 8035 2689 5291 7053 7252 4775 6770,f,"oil,canvas","cubism,fauvism",62 x 70 cm,private collection,"books-and-letters,flowers-and-plants,dishware-and-cutlery",#1c1717,Blacks,,,Unknown
2139,19771,11626.171028573015,8373.828971427174,1300.0,1100.0,the table (still life with rabbit),joan miro  ,joan,miro,1920,20,https://www.wikiart.org/en/joan-miro/the-table-still-life-with-rabbit,https://uploads3.wikiart.org/images/joan-miro/the-table-still-life-with-rabbit.jpg,WikiArt,painting,still life,Unknown,19771,Whites Yellows Blacks,"[u'#fcfbb5', u'#ece7a6', u'#e9e15c', u'#b8b359', u'#9e833d', u'#7a7132', u'#644d20', u'#483b1d', u'#f7f45a', u'#d7ca6a', u'#a79a4b', u'#2c2216']",4937 7811 5203 7878 5902 6973 5763 6171 4352 7198 6793 8331,f,"oil,canvas",cubism,130 x 110 cm,private collection,"animals,furniture-and-decoration,food-and-beverages,rabbits",#2c2216,Blacks,,,Unknown
2180,19905,7815.199801903668,6992.8805074983175,380.0,457.0,the carbide lamp,joan miro  ,joan,miro,1922,20,https://www.wikiart.org/en/joan-miro/the-carbide-lamp-1923,https://uploads1.wikiart.org/images/joan-miro/the-carbide-lamp-1923.jpg,WikiArt,painting,still life,Unknown,19905,Reds Grays Yellows Blacks,"[u'#d18533', u'#766b50', u'#625941', u'#4f4530', u'#1f130e', u'#dca656', u'#d89c4d', u'#ca9046', u'#977a52', u'#6e5e43', u'#674a34', u'#d89240']",7133 9048 9912 11569 8432 4718 6341 2066 3751 6841 4252 5809,f,"oil,canvas","cubism,surrealism",38 x 45.7 cm,"museum of modern art (moma), new york city, ny, us",instruments-and-mechanisms,#4f4530,Grays,,,Unknown
2181,19906,13684.60119011597,9710.015597370124,378.0,460.0,the ear of grain,joan miro  ,joan,miro,1922,20,https://www.wikiart.org/en/joan-miro/the-ear-of-corn-1923,https://uploads0.wikiart.org/images/joan-miro/the-ear-of-corn-1923.jpg,WikiArt,painting,still life,Unknown,19906,Grays Yellows Blacks,"[u'#dce198', u'#534f37', u'#52573f', u'#40412d', u'#1f1b11', u'#c3d89a', u'#a2aa71', u'#636042', u'#595a3f', u'#4d4e38', u'#494c37', u'#434a35']",5264 6647 7651 9658 7755 8584 4429 6987 6603 5901 6253 5676,f,"oil,canvas","cubism,surrealism",37.8 x 46 cm,"museum of modern art (moma), new york city, ny, us","flowers-and-plants,dishware-and-cutlery",#40412d,Grays,,,Unknown
2192,19950,9134.620304664935,13604.565846019743,733.0,655.0,bottle of vine,joan miro  ,joan,miro,1924,20,https://www.wikiart.org/en/joan-miro/bottle-of-vine,https://uploads3.wikiart.org/images/joan-miro/bottle-of-vine.jpg,WikiArt,painting,still life,Unknown,19950,Reds Yellows Blacks,"[u'#cba970', u'#c19b5c', u'#b58d60', u'#c19e6e', u'#8f6943', u'#2e271f', u'#e3cc9b', u'#d0b279', u'#c1a672', u'#b69866', u'#b58a4f', u'#a48457']",4782 5343 6195 5799 8035 8677 3592 6830 4738 6956 5770 8547,f,"oil,canvas",surrealism,73.3 x 65.5 cm,private collection,"dishware-and-cutlery,food-and-beverages",#2e271f,Blacks,,,Unknown
2740,35259,11232.858386560096,12976.383437319288,1150.0,880.0,bouquet of flowers. smile of my blond,joan miro  ,joan,miro,1924,20,https://www.wikiart.org/en/joan-miro/bouquet-of-flowers-smile-of-my-blond,https://uploads7.wikiart.org/images/joan-miro/bouquet-of-flowers-smile-of-my-blond.jpg,WikiArt,painting,figurative,Unknown,35259,Yellows,"[u'#fdfd78', u'#fdff70', u'#f8f35c', u'#d3c757', u'#fdfd5c', u'#fefe87', u'#fdfe66', u'#fbf86f', u'#ebe063', u'#eade4a', u'#dfcc4a', u'#bba43d']",6361 8111 8666 4911 5786 5848 7450 3574 6774 10999 10658 7134,f,"canvas,tempera","surrealism,automatic painting",115 x 88 cm,Unknown,flowers-and-plants,#eade4a,Yellows,,,Unknown
2741,35260,8446.025819172104,11553.974180827798,1143.0,1470.0,hermitage,joan miro  ,joan,miro,1924,20,https://www.wikiart.org/en/joan-miro/hermitage,https://uploads7.wikiart.org/images/joan-miro/hermitage.jpg,WikiArt,painting,figurative,Unknown,35260,Yellows,"[u'#fdf336', u'#fce932', u'#fadf29', u'#f4d326', u'#f3d532', u'#e6c322', u'#d5b324', u'#b6851e', u'#f9e035', u'#e9ce2b', u'#e6c42c', u'#ddbe26']",5136 6688 7087 5043 5219 7189 14528 4509 4589 8216 6962 9058,f,"oil,pencil,canvas","surrealism,automatic painting",114.3 x 147 cm,"philadelphia museum of art, philadelphia, pa, us",dreams-and-hallucinations,#d5b324,Yellows,,,Unknown
2742,35261,8900.165539444703,6615.0575871308465,920.0,730.0,maternity,joan miro  ,joan,miro,1924,20,https://www.wikiart.org/en/joan-miro/maternity,https://uploads7.wikiart.org/images/joan-miro/maternity.jpg,WikiArt,painting,figurative,Unknown,35261,Whites Grays Blacks,"[u'#f6f7f7', u'#f4f5ef', u'#edefec', u'#e8e7e8', u'#e0e3df', u'#c2bfbb', u'#0f131b', u'#f1f0f0', u'#f0f0ea', u'#ececeb', u'#e9ece9', u'#e6e6e0']",5424 5187 4954 8153 14470 2656 10908 7743 5868 6075 7176 6634,f,"oil,canvas","surrealism,automatic painting",92 x 73 cm,"scottish national gallery, edinburgh, uk","allegories-and-symbols,maternity",#e0e3df,Whites,,,Unknown
2743,35262,11620.502284576904,7355.580612916964,1165.0,910.0,portrait de mme. k.,joan miro  ,joan,miro,1924,20,https://www.wikiart.org/en/joan-miro/not_detected_227966,https://uploads8.wikiart.org/images/joan-miro/not_detected_227966.jpg,WikiArt,painting,figurative,Unknown,35262,Reds Grays Blacks,"[u'#cbab91', u'#bd9f89', u'#bb977c', u'#ab8b72', u'#a68165', u'#917159', u'#74513f', u'#dbbca4', u'#c7a285', u'#b78e70', u'#a1785b', u'#2f1c17']",7043 5575 7528 6949 8694 9663 9668 4702 4565 5326 5999 9792,f,"chalk,charcoal,crayon,pastel,pencil,sanguine,canvas","surrealism,automatic painting",116.5 x 91 cm,Unknown,dreams-and-hallucinations,#2f1c17,Blacks,,,Unknown
2746,35275,7501.9131948131035,12498.086805186103,730.0,920.0,bathing woman,joan miro  ,joan,miro,1925,20,https://www.wikiart.org/en/joan-miro/bathing-woman,https://uploads2.wikiart.org/images/joan-miro/bathing-woman.jpg,WikiArt,painting,figurative,Unknown,35275,Blues,"[u'#908dd2', u'#605192', u'#5d53b9', u'#54418b', u'#524fb5', u'#605dcb', u'#6c68c6', u'#655ca9', u'#5d427b', u'#4f4091', u'#4742a5', u'#42327a']",3580 5164 7055 3240 12719 7695 6300 5127 7595 5352 11273 9124,f,"oil,canvas",surrealism,73 x 92 cm,"georges pompidou center, paris, france","seas-and-oceans,dreams-and-hallucinations",#524fb5,Blues,,,Unknown
2747,35276,12860.1573117366,8542.677060112796,1155.0,885.0,dancer,joan miro  ,joan,miro,1925,20,https://www.wikiart.org/en/joan-miro/dancer,https://uploads4.wikiart.org/images/joan-miro/dancer.jpg,WikiArt,painting,figurative,Unknown,35276,Reds Magentas Blues Yellows,"[u'#52357a', u'#332dc6', u'#2425d8', u'#ac7e46', u'#8c5632', u'#4f1c6b', u'#3b2693', u'#3026b7', u'#2924b5', u'#261c99', u'#1d1686', u'#1c1abf']",1347 7467 12382 4343 10820 4596 6719 5642 5594 10825 10678 6371,f,"oil,canvas",surrealism,115.5 x 88.5 cm,"galerie rosengart, lucerne, switzerland",dreams-and-hallucinations,#2425d8,Blues,,,Unknown
2748,35277,10863.546219735174,6403.071129476579,660.0,930.0,harlequin's carnival,joan miro  ,joan,miro,1924,20,https://www.wikiart.org/en/joan-miro/harlequin-s-carnival-1925,https://uploads5.wikiart.org/images/joan-miro/harlequin-s-carnival-1925.jpg,WikiArt,painting,figurative,Unknown,35277,Whites Grays Yellows Blacks,"[u'#deddbd', u'#c7bf96', u'#8c7358', u'#7a6954', u'#77918b', u'#1c1f1b', u'#aeb69e', u'#aa9e7a', u'#a7aa91', u'#9d9a7e', u'#636054', u'#584435']",5707 4655 7108 7596 6641 10560 5726 3917 7714 10037 8645 11038,f,"oil,canvas",surrealism,66 x 93 cm,"albright-knox art gallery, buffalo, ny, us",dreams-and-hallucinations,#584435,Grays,,,Unknown
2757,35385,11707.630379783173,6648.586677117094,650.0,500.0,woman in front of the sun,joan miro  ,joan,miro,1950,20,https://www.wikiart.org/en/joan-miro/woman-in-front-of-the-sun,https://uploads5.wikiart.org/images/joan-miro/woman-in-front-of-the-sun.jpg,WikiArt,painting,figurative,Unknown,35385,Reds Grays Blues Magentas,"[u'#d24739', u'#8a8bcf', u'#7475e2', u'#6f6fe1', u'#6e69da', u'#6567dd', u'#5553c6', u'#6a68dc', u'#6560d3', u'#5f5cd0', u'#4b3657', u'#462a3c']",5379 1543 10128 10122 6154 10915 6135 4553 8803 7688 2748 12104,f,"oil,canvas",surrealism,65 x 50 cm,private collection,"female-portraits,dreams-and-hallucinations",#462a3c,Magentas,,,Unknown
2760,35428,6956.417411952807,9011.080070031165,1160.0,890.0,ladders cross the blue sky in a wheel of fire,joan miro  ,joan,miro,1953,20,https://www.wikiart.org/en/joan-miro/ladders-cross-the-blue-sky-in-a-wheel-of-fire,https://uploads7.wikiart.org/images/joan-miro/ladders-cross-the-blue-sky-in-a-wheel-of-fire.jpg,WikiArt,painting,figurative,Unknown,35428,Reds Grays Blues Yellows Blacks,"[u'#c6c7ae', u'#bda7b1', u'#979de3', u'#9685af', u'#7e7bd1', u'#eef24e', u'#e57e2c', u'#9c3c2c', u'#936268', u'#6960b3', u'#5250c0', u'#3b243b']",3435 2374 11593 4857 10085 6092 7369 8629 8742 1922 9234 12196,f,"oil,canvas",surrealism,116 x 89 cm,private collection,Unknown,#3b243b,Blacks,,,Unknown
3890,43091,8588.317163113545,12770.583566114368,1300.0,960.0,standing nude,joan miro  ,joan,miro,1921,20,https://www.wikiart.org/en/joan-miro/standing-nude-1,https://uploads4.wikiart.org/images/joan-miro/standing-nude-1.jpg,WikiArt,painting,nude painting (nu),Unknown,43091,Reds Whites Yellows Blacks,"[u'#fcb54e', u'#fbc53f', u'#e9c07d', u'#f07e34', u'#f0dcce', u'#ec5a1a', u'#ebd4c6', u'#e9d0b7', u'#e8d0c5', u'#a73c15', u'#7d6a36', u'#36180f']",3551 10731 4788 5965 5711 12697 7461 5767 12126 2034 13089 15152,f,"oil,canvas",cubism,130 x 96 cm,"perls galleries, new york city, ny, us",female-nude,#36180f,Blacks,,,Unknown
3970,43463,6843.289168288551,8065.565114396614,558.0,780.0,naked woman climbing a staircase,joan miro  ,joan,miro,"1937; paris, france",,https://www.wikiart.org/en/joan-miro/naked-woman-climbing-a-staircase-1937,https://uploads1.wikiart.org/00125/images/joan-miro/naked-woman-climbing-a-staircase.jpg,WikiArt,painting,nude painting (nu),Unknown,43463,Whites Grays,"[u'#e8e5de', u'#e6e3db', u'#dcd7cd', u'#b0a7a0', u'#ebeae4', u'#edece7', u'#ebe8e2', u'#e9e8e1', u'#e4e2d9', u'#e3ded6', u'#dfdcd2', u'#d4ccc3']",9196 6865 11296 7964 7056 9289 3740 6534 6126 6063 7145 12422,f,"paper,pencil",surrealism,55.8 x 78 cm,"joan mir foundation, barcelona, spain",Unknown,#d4ccc3,Grays,,,Unknown
4949,51509,7216.820125907403,11418.100976370735,1299.0,968.0,dutch interior,joan miro  ,joan,miro,1928,20,https://www.wikiart.org/en/joan-miro/dutch-interior,https://uploads3.wikiart.org/images/joan-miro/dutch-interior.jpg,WikiArt,painting,interior,Unknown,51509,Reds Yellows Blacks,"[u'#f2f12c', u'#f1e714', u'#f0f158', u'#b71f0b', u'#831514', u'#f9f415', u'#ebd40b', u'#eaba0d', u'#dfd631', u'#ccba1e', u'#9e7016', u'#200c14']",8720 7064 5000 10258 908 4903 10012 7570 8241 6097 2517 16518,f,"oil,canvas",surrealism,129.9 x 96.8 cm,Unknown,dreams-and-hallucinations,#200c14,Blacks,,,Unknown
4950,51510,12739.984294076436,7659.832335955918,918.0,730.0,dutch interior i,joan miro  ,joan,miro,1928,20,https://www.wikiart.org/en/joan-miro/dutch-interior-i,https://uploads5.wikiart.org/images/joan-miro/dutch-interior-i.jpg,WikiArt,painting,interior,Unknown,51510,Reds Grays Yellows Blacks Whites,"[u'#ab5335', u'#aaad9a', u'#667769', u'#477566', u'#46413c', u'#40695c', u'#eaeee6', u'#dae4db', u'#d8c6a1', u'#cf6c41', u'#89382a', u'#2d1a1a']",7984 2654 4588 5986 7005 8355 4645 10257 1601 8955 12546 10160,f,"oil,canvas",surrealism,91.8 x 73 cm,"museum of modern art (moma), new york city, ny, us",furniture-and-decoration,#89382a,Reds,,,Unknown
4951,51511,7593.547655413382,7593.547655412653,920.0,730.0,dutch interior ii,joan miro  ,joan,miro,1928,20,https://www.wikiart.org/en/joan-miro/dutch-interior-ii,https://uploads0.wikiart.org/images/joan-miro/dutch-interior-ii(1).jpg,WikiArt,painting,interior,Unknown,51511,Reds Grays Yellows Blacks Whites,"[u'#c0b183', u'#baa97b', u'#b69d6e', u'#a2875d', u'#703f28', u'#464952', u'#ced6df', u'#c9c6ba', u'#912e1c', u'#775233', u'#51321e', u'#3e2a1d']",10359 7153 7357 6330 7452 6344 7593 2169 4850 3940 11492 7649,f,"oil,canvas",surrealism,92 x 73 cm,"solomon r. guggenheim museum, new york city, ny, us",dreams-and-hallucinations,#51321e,Reds,,,Unknown
