,omni_id,y,x,height,width,artwork_name,artist_full_name,artist_first_name,artist_last_name,date,century,source_url,image_url,collection_origins,general_type,genre,school,original_id_in_collection,palette_families,palette,pixel_counts,geocoded,media,style,dimensions,location,tag,dominant_color,dominant_color_family,description,publisher,distributable_url
18325,1022276,15545.270295736484,12825.456340003622,538.0,649.0,the departure (le dpart),pablo picasso,pablo,picasso,1951,20,http://www.moma.org/collection/works/60145,https://www.moma.org//media/W1siZiIsIjE2MzE1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=9b580f1ccec0ab51,MOMA,print,Unknown,Unknown,60145,Whites Reds Yellows Blacks Grays,"[u'#e5ddc2', u'#765541', u'#45372c', u'#39271d', u'#26231f', u'#f0eadb', u'#e8e2d1', u'#e1dac2', u'#ddd4ba', u'#d9ccb1', u'#cdc4ae', u'#a48c77']",5342 8900 6610 4138 10692 5729 5773 3785 5816 6647 7732 7940,f,lithograph,Unknown,"composition: 21 3/16 x 25 9/16"" (53.8 x 64.9 cm); sheet: 20 7/8 x 25 9/16"" (53 x 64.9 cm)",Unknown,Unknown,#26231f,Blacks,,,Unknown
18485,1022558,5124.16775011177,6457.500511034393,546.0,691.0,the dove (la colombe),pablo picasso,pablo,picasso,1949,20,http://www.moma.org/collection/works/60633,https://www.moma.org//media/W1siZiIsIjE1OTA1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=df5b763d0f49aecb,MOMA,print,Unknown,Unknown,60633,Whites Grays Blacks,"[u'#7e776a', u'#3d3b38', u'#2f2f2d', u'#2c2b28', u'#f2f0ec', u'#e4dacb', u'#bdb29e', u'#54524a', u'#353431', u'#32322f', u'#30302e', u'#2e2e2c']",6226 7949 6491 3574 7880 6161 5822 5214 9220 8001 5380 10002,f,lithograph,Unknown,"composition: 21 1/2 x 27 3/16"" (54.6 x 69.1 cm); sheet: 21 5/8 x 27 3/16"" (55 x 69.1 cm)",Unknown,Unknown,#2e2e2c,Blacks,,,Unknown
18655,1022853,13253.772548737397,4690.325776808867,538.0,649.0,nocturnal dance with an owl (danse nocturne avec un hibou),pablo picasso,pablo,picasso,1959,20,http://www.moma.org/collection/works/61105,https://www.moma.org//media/W1siZiIsIjE2MzUwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=96757baed058c97f,MOMA,print,Unknown,Unknown,61105,Whites Grays Blacks,"[u'#6a6761', u'#3f3d38', u'#312f2c', u'#2d2b28', u'#26231f', u'#e4e0d4', u'#dfdace', u'#dad4c8', u'#bcb8af', u'#a19e97', u'#85827c', u'#57544f']",6356 6977 7942 7497 6196 4359 8090 8591 3809 6617 7560 5878,f,linoleum,Unknown,"composition: 21 3/16 x 25 9/16"" (53.8 x 64.9 cm); sheet: 24 x 29 1/4"" (61 x 74.3 cm)",Unknown,Unknown,#dad4c8,Whites,,,Unknown
18884,1023311,4517.711244153468,7206.6343574201155,682.0,512.0,"faun musician, no. 5",pablo picasso,pablo,picasso,1948,20,http://www.moma.org/collection/works/61862,https://www.moma.org//media/W1siZiIsIjE2MzEwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=7592e1c14636ed6c,MOMA,print,Unknown,Unknown,61862,Whites Grays Blacks,"[u'#f2efe5', u'#ede9de', u'#32312b', u'#eae8dc', u'#eeece1', u'#eae6db', u'#e8e4da', u'#e6e2d7', u'#dcd8cd', u'#6c6a60', u'#3e3c35', u'#2a2824']",3971 7302 7292 3666 7991 6137 7385 14298 5766 6916 7911 9429,f,lithograph,Unknown,"composition: 26 7/8 x 20 3/16"" (68.2 x 51.2 cm); sheet: 29 15/16 x 22 3/16"" (76 x 56.3 cm)",Unknown,Unknown,#e6e2d7,Whites,,,Unknown
19918,1025341,6307.87774169482,14322.919744170164,831.0,471.0,the egyptian (l'gyptienne),pablo picasso,pablo,picasso,1953,20,http://www.moma.org/collection/works/65091,https://www.moma.org//media/W1siZiIsIjE2MzQxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=24b60e4ff0ba0e4a,MOMA,print,Unknown,Unknown,65091,Whites Grays Blacks,"[u'#d9d5cb', u'#d5d1c7', u'#d3cfc4', u'#cfcbbf', u'#c5bfb3', u'#666157', u'#39352d', u'#2b2722', u'#b6b0a3', u'#a6a094', u'#8e887d', u'#24201b']",6798 7673 11819 10282 8852 4706 4853 9996 6687 5746 5835 8145,f,aquatint,Unknown,"plate: 32 11/16 x 18 9/16"" (83.1 x 47.1 cm); sheet: 35 5/8 x 25 1/16"" (90.5 x 63.7 cm)",Unknown,Unknown,#d3cfc4,Grays,,,Unknown
20019,1025603,4015.1478039171197,9052.092534498617,494.0,752.0,composition,pablo picasso,pablo,picasso,1948,20,http://www.moma.org/collection/works/65512,https://www.moma.org//media/W1siZiIsIjE3NDUxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=ea5a18cc06899cdd,MOMA,print,Unknown,Unknown,65512,Whites Grays Yellows,"[u'#f8e9e4', u'#f4efde', u'#e8e5d4', u'#faf2dc', u'#f9e6c8', u'#f8eedd', u'#ecf2e1', u'#faf6eb', u'#d2c2a0', u'#8d7c76', u'#f4f1e6', u'#f9f0e8']",4019 16559 8526 4470 6646 4289 5674 7109 11367 11220 12388 7317,f,lithograph,Unknown,"composition: 19 7/16 x 29 5/8"" (49.4 x 75.2 cm); sheet: 19 5/16 x 29 7/8"" (49 x 75.9 cm)",Unknown,Unknown,#f4efde,Whites,,,Unknown
20751,1026798,12335.15802373636,4362.42982881322,695.0,520.0,armchair woman no. 1 (la femme au fauteuil no. 1),pablo picasso,pablo,picasso,1948,20,http://www.moma.org/collection/works/67694,https://www.moma.org//media/W1siZiIsIjc0NTU0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMjAwMHgyMDAwXHUwMDNlIl1d.jpg?sha=28c470e184ed61ad,MOMA,print,Unknown,Unknown,67694,Whites Grays Blacks,"[u'#f6efe3', u'#f0e9dd', u'#efe7db', u'#e9e1d5', u'#b2ada5', u'#3a3735', u'#363533', u'#f4ece0', u'#f3eade', u'#57544f', u'#403e3b', u'#32302e']",6870 5664 9695 8157 3768 8995 7054 7754 7269 5072 10677 6577,f,lithograph,Unknown,"composition: 27 3/8 x 20 1/2"" (69.5 x 52 cm); sheet: 29 15/16 x 22 7/16"" (76 x 57 cm)",Unknown,Unknown,#403e3b,Grays,,,Unknown
20759,1026812,4310.692030073548,11848.568217362654,698.0,548.0,armchair woman no. 4 (la femme au fauteuil no. 4),pablo picasso,pablo,picasso,1949,20,http://www.moma.org/collection/works/67714,https://www.moma.org//media/W1siZiIsIjY5NjI5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMjAwMHgyMDAwXHUwMDNlIl1d.jpg?sha=8d7315fa5331915f,MOMA,print,Unknown,Unknown,67714,Whites Grays Blacks,"[u'#efe7d9', u'#ebe3d3', u'#cac1b4', u'#5e554c', u'#463d37', u'#3e352e', u'#3b312b', u'#382f29', u'#e6decd', u'#958c81', u'#413a33', u'#342a23']",3661 10841 4586 7155 9579 7800 7609 8413 8593 5887 7140 6800,f,lithograph,Unknown,"composition: 27 1/2 x 21 9/16"" (69.8 x 54.8 cm); sheet: 30 x 22 1/4"" (76 x 56.5 cm)",Unknown,Unknown,#ebe3d3,Whites,,,Unknown
20777,1026866,15957.745069369645,10000.00000000029,704.0,553.0,paloma and her doll on black background (paloma et sa poupe sur fond noir),pablo picasso,pablo,picasso,1952,20,http://www.moma.org/collection/works/67832,https://www.moma.org//media/W1siZiIsIjE2MDYzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=348125849e3968e9,MOMA,print,Unknown,Unknown,67832,Whites Grays,"[u'#ede7d5', u'#e7e1cc', u'#d3cdb8', u'#c0b9a5', u'#a9a391', u'#747165', u'#f2eedf', u'#928e7e', u'#848072', u'#666459', u'#5e5c51', u'#4e4c42']",7919 8840 5123 7015 8423 8299 5754 6967 6587 7076 7535 8270,f,lithograph,Unknown,"composition: 27 11/16 x 21 3/4"" (70.4 x 55.3 cm); sheet: 29 1/2 x 22 3/16"" (75 x 56.3 cm)",Unknown,Unknown,#e7e1cc,Whites,,,Unknown
20788,1026905,14136.399888632572,5863.6001113677785,884.0,473.0,the woman at the window (la femme  la fentre),pablo picasso,pablo,picasso,1952,20,http://www.moma.org/collection/works/67879,https://www.moma.org//media/W1siZiIsIjE1OTA1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=51a2a8a60fc8a378,MOMA,print,Unknown,Unknown,67879,Whites Grays Blacks,"[u'#efebe6', u'#ece9e4', u'#645f58', u'#4b4742', u'#3c3935', u'#302f2d', u'#ebe8e2', u'#e2dcd3', u'#b1aa9f', u'#807a71', u'#35322f', u'#2c2a27']",7683 9547 5569 5393 6145 10119 11650 7667 8319 7626 6707 6247,f,aquatint,Unknown,"plate: 34 13/16 x 18 5/8"" (88.4 x 47.3 cm); sheet: 35 7/16 x 25 1/16"" (90 x 63.7 cm)",Unknown,Unknown,#ebe8e2,Whites,,,Unknown
20822,1026957,7311.820532304186,15275.849263982553,749.0,540.0,two clowns (deux clowns),pablo picasso,pablo,picasso,1954,20,http://www.moma.org/collection/works/67962,https://www.moma.org//media/W1siZiIsIjE2MzE4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=1932b513a8b68440,MOMA,print,Unknown,Unknown,67962,Whites Reds Yellows Magentas Grays,"[u'#f0ede1', u'#a76d68', u'#666b6d', u'#552d3e', u'#ece8db', u'#d6ceb7', u'#c53a38', u'#502e3d', u'#7e2e38', u'#582e40', u'#502a3b', u'#482a37']",6676 881 8918 8957 9354 5692 10033 8619 1358 14414 7014 6404,f,lithograph,Unknown,"composition and sheet: 29 1/2 x 21 1/4"" (74.9 x 54 cm)
",Unknown,Unknown,#582e40,Magentas,,,Unknown
20828,1026979,8165.265761286073,15646.731361578173,733.0,550.0,study of profiles (etudes de profils),pablo picasso,pablo,picasso,1948,20,http://www.moma.org/collection/works/67991,https://www.moma.org//media/W1siZiIsIjE2MzE4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=2c8e993ecd78115a,MOMA,print,Unknown,Unknown,67991,Whites Grays,"[u'#eeebdc', u'#ccc7b9', u'#c4bfb1', u'#b3afa1', u'#a5a193', u'#858175', u'#e7e4d4', u'#e2decf', u'#dad6c7', u'#d3cec0', u'#bbb6a8', u'#4a463c']",5753 7001 8000 7340 10157 10199 6326 5633 4750 5680 7072 9897,f,lithograph,Unknown,"composition: 28 7/8 x 21 5/8"" (73.3 x 55 cm); sheet: 29 1/2 x 22 3/16"" (75 x 56.3 cm)",Unknown,Unknown,#858175,Grays,,,Unknown
20859,1027022,9040.297653712478,3940.677857480534,660.0,535.0,poster for vallauris fair,pablo picasso,pablo,picasso,1955,20,http://www.moma.org/collection/works/68054,https://www.moma.org//media/W1siZiIsIjE2MzE5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=91a83637b01a0b50,MOMA,print,Unknown,Unknown,68054,Reds Grays Whites,"[u'#62433b', u'#573732', u'#533531', u'#4f312d', u'#4e352f', u'#472d29', u'#f6f2ea', u'#f2eee5', u'#ede8de', u'#c1b4ab', u'#5e3a33', u'#4a302c']",10313 6084 7166 7043 3846 5958 7393 6850 12808 3239 6563 6449,f,linoleum,Unknown,"composition: 26 x 21 1/16"" (66 x 53.5 cm); sheet: 35 1/16 x 23 3/8"" (89 x 59.4 cm)",Unknown,Unknown,#ede8de,Whites,,,Unknown
20864,1027032,14684.238720705354,14000.717817455596,661.0,529.0,poster for vallauris fair,pablo picasso,pablo,picasso,1955,20,http://www.moma.org/collection/works/68069,https://www.moma.org//media/W1siZiIsIjE2MzE5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=b53e82cf1e0c4ef7,MOMA,print,Unknown,Unknown,68069,Whites Grays Reds Blacks,"[u'#f0ebe3', u'#bdafa8', u'#63514a', u'#533732', u'#412f2a', u'#f8f2eb', u'#ece6dd', u'#e6e0d6', u'#553e38', u'#49302b', u'#483630', u'#3c2824']",7824 5077 4889 5863 6843 4355 8285 12965 6555 6093 4544 6067,f,linoleum,Unknown,"composition: 26 x 20 13/16"" (66.1 x 52.9 cm); sheet: 35 1/16 x 23 3/8"" (89 x 59.4 cm)",Unknown,Unknown,#e6e0d6,Whites,,,Unknown
21765,1028908,15547.36968040056,7173.473970084375,538.0,649.0,the knight and the page (le chevalier et la page),pablo picasso,pablo,picasso,1951,20,http://www.moma.org/collection/works/71233,https://www.moma.org//media/W1siZiIsIjE2Mjg2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=cdcd9e8602c3e67e,MOMA,print,Unknown,Unknown,71233,Whites Grays,"[u'#f3efdf', u'#efe7da', u'#eee7d6', u'#ede9db', u'#ebe7d7', u'#e9e3d2', u'#e1dbca', u'#efebde', u'#eeeadc', u'#afaa9b', u'#767266', u'#504c43']",1612 8599 5114 6927 5779 8009 5580 11633 6132 7734 11476 10749,f,lithograph,Unknown,"composition: 21 3/16 x 25 9/16"" (53.8 x 64.9 cm); sheet: 20 7/8 x 25 9/16"" (53 x 64.9 cm)",Unknown,Unknown,#efebde,Whites,,,Unknown
22036,1029439,5402.657000097152,13926.501860667498,699.0,532.0,head of balzac i,pablo picasso,pablo,picasso,1952,20,http://www.moma.org/collection/works/71988,https://www.moma.org//media/W1siZiIsIjE2MzIxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=a5986d76d6a9cbd2,MOMA,print,Unknown,Unknown,71988,Whites Grays,"[u'#f6f3eb', u'#e9e5dc', u'#e7e3d9', u'#ede8e2', u'#f1eee5', u'#f0ece3', u'#eeeae1', u'#edece3', u'#ebe8de', u'#eae6dd', u'#e0dcd2', u'#b4b0a6']",5865 8633 11441 6060 8602 8051 5636 2500 9979 4968 8472 6321,f,lithograph,Unknown,"composition: 27 1/2 x 20 15/16"" (69.9 x 53.2 cm); sheet: 29 13/16 x 22 1/4"" (75.7 x 56.5 cm)",Unknown,Unknown,#e7e3d9,Whites,,,Unknown
22040,1029446,9999.999999999873,3802.7084907941326,677.0,515.0,head of balzac ii,pablo picasso,pablo,picasso,1952,20,http://www.moma.org/collection/works/72003,https://www.moma.org//media/W1siZiIsIjE2MzIxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=1957d1043bfdc702,MOMA,print,Unknown,Unknown,72003,Whites,"[u'#efede4', u'#eeebe4', u'#ece9e2', u'#ebe9de', u'#e8e5da', u'#f2f0e8', u'#f1eee5', u'#eeece0', u'#edeae1', u'#eceade', u'#eae8dc', u'#e1ded3']",5818 2777 12769 6340 10327 6124 9192 10251 1699 5128 10168 5167,f,lithograph,Unknown,"composition: 26 5/8 x 20 1/4"" (67.7 x 51.5 cm); sheet: 29 13/16 x 22 1/4"" (75.7 x 56.5 cm)",Unknown,Unknown,#ece9e2,Whites,,,Unknown
22046,1029456,4255.401868827209,12379.490456313228,683.0,510.0,head of balzac iii,pablo picasso,pablo,picasso,1952,20,http://www.moma.org/collection/works/72016,https://www.moma.org//media/W1siZiIsIjE2MzIxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=4171bcc39d705c74,MOMA,print,Unknown,Unknown,72016,Whites,"[u'#f0efe8', u'#ede7de', u'#ece9e2', u'#eae7e0', u'#e7e5dd', u'#ebe8e1', u'#efece5', u'#eeeae4', u'#ebeae3', u'#e9e8df', u'#e3e0d8', u'#e9e6de']",6973 217 7088 11512 14072 9079 7695 9832 1909 1185 7628 8826,f,lithograph,Unknown,"composition: 26 7/8 x 20 1/16"" (68.3 x 51 cm); sheet: 29 13/16 x 22 1/4"" (75.7 x 56.5 cm)",Unknown,Unknown,#e7e5dd,Whites,,,Unknown
22098,1029555,13972.663675714648,5348.608458979662,653.0,541.0,"portrait of a young lady, after cranach the younger, ii (portrait de jeune fille, d'aprs cranach le jeune, ii)",pablo picasso,pablo,picasso,1958,20,http://www.moma.org/collection/works/72171,https://www.moma.org//media/W1siZiIsIjIxMTczMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=2f9160da120ee47c,MOMA,print,Unknown,Unknown,72171,Whites Reds Yellows Blacks,"[u'#f1efdc', u'#eeefea', u'#eceff1', u'#a13f27', u'#8e7340', u'#191b19', u'#151515', u'#f2f2f2', u'#cfc09b', u'#4e3c26', u'#312e2a', u'#1f2424']",5629 11073 3712 4277 11471 8766 9707 5785 4724 8537 8064 5551,f,linoleum,Unknown,"composition: 25 11/16 x 21 5/16"" (65.3 x 54.1 cm); sheet: 30 1/4 x 22 5/8"" (76 x 57.5 cm)",Unknown,Unknown,#8e7340,Yellows,,,Unknown
22394,1030079,4402.2363796643995,10886.598658073965,620.0,748.0,nocturnal dance with an owl (danse nocturne avec un hibou),pablo picasso,pablo,picasso,1959,20,http://www.moma.org/collection/works/73128,https://www.moma.org//media/W1siZiIsIjMxMTI2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=de09bb6f060da5ef,MOMA,print,Unknown,Unknown,73128,Whites Reds Yellows Grays,"[u'#faf5ed', u'#e7d7c5', u'#dcc5b1', u'#d7bda9', u'#6f675d', u'#5a534a', u'#deccb8', u'#c3bca8', u'#b7ac9c', u'#a6a091', u'#8e867a', u'#423c34']",4981 5843 6741 5027 5919 6035 8645 7865 5910 6459 7129 8550,f,linoleum,Unknown,"composition (irreg.): 24 7/16 x 29 7/16"" (62 x 74.8 cm); sheet: 24 7/16 x 29 7/16"" (62 x 74.8 cm)",Unknown,Unknown,#deccb8,Yellows,,,Unknown
