,omni_id,y,x,height,width,artwork_name,artist_full_name,artist_first_name,artist_last_name,date,century,source_url,image_url,collection_origins,general_type,genre,school,original_id_in_collection,palette_families,palette,pixel_counts,geocoded,media,style,dimensions,location,tag,dominant_color,dominant_color_family,description,publisher,distributable_url
18705,1022931,8011.878489226922,3881.1911563926087,915.0,915.0,untitled from marilyn monroe,andy warhol,andy,warhol,1967,20,http://www.moma.org/collection/works/61239,https://www.moma.org//media/W1siZiIsIjI2NDkyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=22709bd7beab1182,MOMA,print,Unknown,Unknown,61239,Reds Yellows Magentas Blacks Whites,"[u'#fc097b', u'#fb157e', u'#f1959e', u'#f0db8a', u'#fced51', u'#23211e', u'#fa1e7e', u'#f3eeb0', u'#eca49d', u'#e2ae86', u'#b08266', u'#6c2e3a']",6661 6239 1306 980 8348 11800 5479 4034 12344 964 3316 4065,f,print,Unknown,"composition and sheet: 36 x 36"" (91.5 x 91.5 cm)",Unknown,Unknown,#eca49d,Reds,,,Unknown
18706,1022932,14901.925938800327,5813.35973409832,915.0,915.0,marilyn monroe,andy warhol,andy,warhol,1967,20,http://www.moma.org/collection/works/61240,https://www.moma.org//media/W1siZiIsIjcwNjE5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMjAwMHgyMDAwXHUwMDNlIl1d.jpg?sha=399e17834add4eac,MOMA,print,Unknown,Unknown,61240,Reds Whites Yellows Blacks Grays,"[u'#fa5b88', u'#eff38b', u'#ece98f', u'#dcc194', u'#bb8978', u'#282723', u'#f75680', u'#f25c83', u'#f1bab2', u'#f0a2a5', u'#6d4a41', u'#452e2c']",6244 6033 3150 1703 2876 8270 7699 5708 13181 2267 3399 5262,f,print,Unknown,"composition and sheet (each): 36 x 36"" (91.5 x 91.5 cm)",Unknown,Unknown,#f1bab2,Whites,,,Unknown
18707,1022933,6153.276154462359,4705.438845956377,915.0,915.0,untitled from marilyn monroe,andy warhol,andy,warhol,1967,20,http://www.moma.org/collection/works/61241,https://www.moma.org//media/W1siZiIsIjI2NDkzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=a65e2398e0654438,MOMA,print,Unknown,Unknown,61241,Reds Cyans Greens Whites Magentas Grays,"[u'#f71b81', u'#b15b68', u'#b0cfb9', u'#95a58e', u'#669d82', u'#539385', u'#50898b', u'#318b95', u'#fc0c81', u'#e7e8e6', u'#b2dcc2', u'#599e7c']",3505 3277 3855 3844 9171 587 1121 16171 8982 4578 4656 5789,f,print,Unknown,"composition and sheet: 36 x 36"" (91.5 x 91.5 cm)",Unknown,Unknown,#318b95,Cyans,,,Unknown
18708,1022934,9479.889621305336,16608.628957098885,915.0,915.0,untitled from marilyn monroe,andy warhol,andy,warhol,1967,20,http://www.moma.org/collection/works/61242,https://www.moma.org//media/W1siZiIsIjI2NDkzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=32b874c88ad1f4f0,MOMA,print,Unknown,Unknown,61242,Reds Cyans Whites Magentas Yellows Grays,"[u'#caa5bc', u'#c9a7bd', u'#c67727', u'#b38d73', u'#7b9fa4', u'#44a1ad', u'#dad8db', u'#d7700a', u'#99928e', u'#88aeb1', u'#5998a1', u'#49a0ab']",7072 6759 4147 3653 797 3798 4393 7696 11367 1851 2565 11438,f,print,Unknown,"composition and sheet: 36 x 36"" (91.5 x 91.5 cm)",Unknown,Unknown,#49a0ab,Cyans,,,Unknown
18709,1022935,15909.163637325952,13010.869258445839,915.0,915.0,untitled from marilyn monroe,andy warhol,andy,warhol,1967,20,http://www.moma.org/collection/works/61243,https://www.moma.org//media/W1siZiIsIjI2NDkzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=6537c7f00a2a3644,MOMA,print,Unknown,Unknown,61243,Reds Blacks Magentas Yellows Grays Blues,"[u'#a74d6c', u'#a6516f', u'#a4516b', u'#8e693e', u'#825357', u'#744d4a', u'#6b4154', u'#292b4d', u'#111f4e', u'#c4b2a2', u'#916c3a', u'#0e184b']",4660 5279 8400 2481 1556 8721 3923 5118 5143 4036 9841 6378,f,print,Unknown,"composition and sheet: 36 x 36"" (91.5 x 91.5 cm)",Unknown,Unknown,#916c3a,Yellows,,,Unknown
18710,1022936,11980.84046937736,16096.400102371994,915.0,915.0,untitled from marilyn monroe,andy warhol,andy,warhol,1967,20,http://www.moma.org/collection/works/61244,https://www.moma.org//media/W1siZiIsIjI2NDkzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=5181ffb0a82f915d,MOMA,print,Unknown,Unknown,61244,Reds Cyans Whites Yellows Magentas Grays,"[u'#ecad2d', u'#dba57f', u'#d1abc1', u'#b6a380', u'#8c7b22', u'#6f911e', u'#f5a402', u'#d2e0df', u'#c2aeae', u'#a9ced1', u'#97d2d5', u'#87921c']",2148 933 16651 1846 1912 10425 8109 3658 1928 1504 11273 5149,f,print,Unknown,"composition and sheet: 36 x 36"" (91.5 x 91.5 cm)",Unknown,Unknown,#d1abc1,Magentas,,,Unknown
18711,1022937,10502.240106085754,3618.434385363321,915.0,915.0,untitled from marilyn monroe,andy warhol,andy,warhol,1967,20,http://www.moma.org/collection/works/61245,https://www.moma.org//media/W1siZiIsIjI2NDkzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=91f7aea9d86f3217,MOMA,print,Unknown,Unknown,61245,Reds Whites Blues Magentas,"[u'#fe2131', u'#eedfc5', u'#ec3523', u'#e2b1ac', u'#b07797', u'#ff025e', u'#fe086c', u'#f3c2aa', u'#f21060', u'#7174ac', u'#fe3205', u'#5672ba']",112 3666 1991 4406 3592 5702 9353 8206 3517 5017 11853 8377,f,print,Unknown,"composition and sheet: 36 x 36"" (91.5 x 91.5 cm)",Unknown,Unknown,#fe3205,Reds,,,Unknown
18712,1022938,16107.205590538657,6888.223326328002,915.0,915.0,untitled from marilyn monroe,andy warhol,andy,warhol,1967,20,http://www.moma.org/collection/works/61246,https://www.moma.org//media/W1siZiIsIjI2NDkzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=8a3f7b7adf8ddc8f,MOMA,print,Unknown,Unknown,61246,Reds Grays Yellows Greens Whites,"[u'#f6b94e', u'#cea5a0', u'#c8a5bd', u'#b49996', u'#b2dfbe', u'#6c5554', u'#606564', u'#dae4d9', u'#cda09c', u'#bccaa7', u'#addcbb', u'#7c6e60']",10031 360 12496 2045 7247 3477 9731 3906 433 1309 10504 3997,f,print,Unknown,"composition and sheet: 36 x 36"" (91.5 x 91.5 cm)",Unknown,Unknown,#c8a5bd,Grays,,,Unknown
18713,1022939,14844.484356900306,14844.484356902467,915.0,915.0,untitled from marilyn monroe,andy warhol,andy,warhol,1967,20,http://www.moma.org/collection/works/61247,https://www.moma.org//media/W1siZiIsIjI2NDkzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=23ccf5c3beb878a3,MOMA,print,Unknown,Unknown,61247,Whites Grays Cyans,"[u'#dcd9d5', u'#99897d', u'#989188', u'#95776f', u'#6b6d73', u'#9a968e', u'#8b8a8a', u'#877673', u'#76848e', u'#5a788c', u'#4d7690', u'#98676c']",3761 6307 2908 10279 1605 5381 9343 3901 4100 5860 7161 4930,f,print,Unknown,"composition and sheet: 36 x 36"" (91.5 x 91.5 cm)",Unknown,Unknown,#95776f,Grays,,,Unknown
18714,1022940,13109.99385715029,16103.706616099393,915.0,915.0,untitled from marilyn monroe,andy warhol,andy,warhol,1967,20,http://www.moma.org/collection/works/61248,https://www.moma.org//media/W1siZiIsIjI2NDkzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=ec443a2ac522c54e,MOMA,print,Unknown,Unknown,61248,Reds Whites Yellows Greens,"[u'#ecbd38', u'#cd7327', u'#b0351c', u'#87bb5f', u'#7baf5e', u'#e6b036', u'#e0e2d0', u'#ae2205', u'#9a300f', u'#86be5e', u'#797443', u'#5a9659']",7316 2514 2491 12292 604 4036 4040 8035 6030 3756 3787 10891,f,print,Unknown,"composition and sheet: 36 x 36"" (91.5 x 91.5 cm)",Unknown,Unknown,#87bb5f,Greens,,,Unknown
18715,1022941,4626.013788264089,13904.429527740658,915.0,915.0,untitled from marilyn monroe,andy warhol,andy,warhol,1967,20,http://www.moma.org/collection/works/61249,https://www.moma.org//media/W1siZiIsIjI2NDkzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=779d9c633123a3eb,MOMA,print,Unknown,Unknown,61249,Whites Grays Blacks,"[u'#d9d9d6', u'#797979', u'#676969', u'#2b2d2c', u'#181716', u'#767676', u'#616263', u'#434444', u'#2a2a29', u'#272827', u'#20201f', u'#121210']",3784 4617 4831 8915 4594 8230 5231 3720 4732 6278 2872 7732,f,print,Unknown,"composition and sheet: 36 x 36"" (91.5 x 91.5 cm)",Unknown,Unknown,#2b2d2c,Blacks,,,Unknown
19169,1023974,11633.60597184496,3195.541421058957,914.0,914.0,kimiko,andy warhol,andy,warhol,1981,20,http://www.moma.org/collection/works/62946,https://www.moma.org//media/W1siZiIsIjEyMzk0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=f74c06e31a1f394b,MOMA,print,Unknown,Unknown,62946,Reds Grays Blues Whites,"[u'#d5a3a7', u'#a3c5f1', u'#98bdf5', u'#383739', u'#f6f8f5', u'#97baf1', u'#94bcf4', u'#93baf3', u'#90b8f1', u'#8aacd7', u'#6b6c71', u'#3e4a4d']",7099 1493 10035 8560 5644 3357 6225 5359 7933 2834 4439 2814,f,print,Unknown,"composition and sheet: 36 x 36"" (91.4 x 91.4cm)",Unknown,Unknown,#98bdf5,Blues,,,Unknown
19344,1024325,11225.015934327346,15102.558589605493,846.0,611.0,speed skater,andy warhol,andy,warhol,1983,20,http://www.moma.org/collection/works/63472,https://www.moma.org//media/W1siZiIsIjI3OTMzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=4c992128b78fc5db,MOMA,print,Unknown,Unknown,63472,Reds Cyans Blacks Whites Yellows Grays,"[u'#f8d555', u'#f7f3e1', u'#6d7d7e', u'#2e2d37', u'#b94026', u'#715040', u'#3f2e31', u'#2e5654', u'#2a2a35', u'#292e37', u'#282832', u'#275453']",8035 6073 4449 13871 9013 2026 3237 12869 10154 3884 7423 9078,f,print,Unknown,"composition and sheet: 33 5/16 x 24 1/16"" (84.6 x 61.1cm)",Unknown,Unknown,#2e2d37,Blacks,,,Unknown
19662,1024832,8364.560552553932,16812.09555443707,910.0,916.0,untitled from flowers,andy warhol,andy,warhol,1970,20,http://www.moma.org/collection/works/64278,https://www.moma.org//media/W1siZiIsIjEyOTM1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=1f057415bd0c0ed3,MOMA,print,Unknown,Unknown,64278,Reds Whites Yellows Grays,"[u'#eba079', u'#eda587', u'#ecc9d6', u'#e5a799', u'#dac5cc', u'#cf8fa4', u'#bfd5ca', u'#f6d86b', u'#ebc2c3', u'#e89a87', u'#d4aab6', u'#eca175']",13498 789 7346 1049 6493 6483 6888 8558 4770 592 6706 2620,f,print,Unknown,"composition and sheet:  36 1/8 x 36 1/16"" (91 x 91.6 cm)",Unknown,Unknown,#eba079,Reds,,,Unknown
19663,1024834,5238.122490949253,5932.972392973709,918.0,916.0,untitled from flowers,andy warhol,andy,warhol,1970,20,http://www.moma.org/collection/works/64280,https://www.moma.org//media/W1siZiIsIjEyOTM2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=be82c67f2bd8a642,MOMA,print,Unknown,Unknown,64280,Reds Greens Blacks Magentas Yellows Grays Blues,"[u'#fe2f88', u'#9687c0', u'#41672f', u'#16290f', u'#ffc43d', u'#fe2c86', u'#fd348b', u'#d5c44b', u'#7b2e42', u'#82a859', u'#7b8087', u'#29341d']",7182 6348 8622 7121 8088 5479 5022 471 1195 8110 719 7435,f,print,Unknown,"composition and sheet: 36 1/8 x 36 1/16"" (91.8 x 91.6cm)",Unknown,Unknown,#41672f,Greens,,,Unknown
19664,1024835,7559.646373534976,15891.534821999434,918.0,916.0,untitled from flowers,andy warhol,andy,warhol,1970,20,http://www.moma.org/collection/works/64281,https://www.moma.org//media/W1siZiIsIjEyOTM1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=0751154762e382d9,MOMA,print,Unknown,Unknown,64281,Reds Cyans Blacks Greens Magentas Yellows Grays,"[u'#d38d9a', u'#9dd1dc', u'#8dbb86', u'#749f48', u'#696761', u'#4a2d4e', u'#486536', u'#344926', u'#aa5c9c', u'#a5d4dc', u'#80a64f', u'#162213']",5400 9385 1960 8999 3141 2533 4292 5421 5314 3173 5961 9957,f,print,Unknown,"composition and sheet: 36 1/8 x 36 1/16"" (91.8 x 91.6cm)
",Unknown,Unknown,#162213,Blacks,,,Unknown
19665,1024836,12437.348037817546,4115.7213108817205,918.0,916.0,untitled from flowers,andy warhol,andy,warhol,1970,20,http://www.moma.org/collection/works/64282,https://www.moma.org//media/W1siZiIsIjEyOTM1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=1fdf410942775f8c,MOMA,print,Unknown,Unknown,64282,Reds Grays Yellows Blacks,"[u'#f1ab05', u'#d3b334', u'#caa58e', u'#9b8b4d', u'#63652a', u'#443f1a', u'#303112', u'#f8ea55', u'#f2ae07', u'#d1d45b', u'#c5a0ac', u'#221e0f']",11206 1786 614 5130 5895 5003 4931 6230 5396 4237 8345 6763,f,print,Unknown,"composition and sheet: 36 1/8 x 36 1/16"" (91.8 x 91.6cm)
",Unknown,Unknown,#f1ab05,Yellows,,,Unknown
19666,1024837,3786.2614756925095,11491.786634164633,918.0,916.0,untitled from flowers,andy warhol,andy,warhol,1970,20,http://www.moma.org/collection/works/64283,https://www.moma.org//media/W1siZiIsIjEyOTM1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=78500c47fa1283fd,MOMA,print,Unknown,Unknown,64283,Reds Magentas Yellows Grays,"[u'#fad75e', u'#f39b78', u'#f08168', u'#e7415f', u'#e4a9b8', u'#f06066', u'#eca67b', u'#e7b4a9', u'#e1aecd', u'#e0aebb', u'#d16052', u'#9c84a8']",6339 3442 4942 6790 1099 4220 9304 364 16135 499 5693 6709,f,print,Unknown,"composition and sheet: 36 1/8 x 36 1/16"" (91.8 x 91.6cm)",Unknown,Unknown,#e1aecd,Magentas,,,Unknown
19667,1024838,15920.86496269349,8076.194354885395,918.0,916.0,untitled from flowers,andy warhol,andy,warhol,1970,20,http://www.moma.org/collection/works/64284,https://www.moma.org//media/W1siZiIsIjEyOTM1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=174418ea879c6d17,MOMA,print,Unknown,Unknown,64284,Reds Grays Yellows Magentas Cyans,"[u'#ffdd02', u'#867579', u'#714965', u'#901e27', u'#ffd809', u'#fbdc04', u'#b9b282', u'#90445d', u'#8d2e45', u'#81408e', u'#78b0c2', u'#732631']",12609 6079 3149 7414 3479 1778 1058 2615 8595 8222 6277 4261,f,print,Unknown,"composition and sheet: 36 1/8 x 36 1/16"" (91.8 x 91.6cm)",Unknown,Unknown,#ffdd02,Yellows,,,Unknown
19668,1024839,15919.371046611272,11923.320242354454,918.0,916.0,untitled from flowers,andy warhol,andy,warhol,1970,20,http://www.moma.org/collection/works/64285,https://www.moma.org//media/W1siZiIsIjEyOTM1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=f3757962fe7301dd,MOMA,print,Unknown,Unknown,64285,Yellows Greens Blacks,"[u'#f8ef71', u'#f2d515', u'#f2cf03', u'#b3c943', u'#f8e992', u'#162111', u'#093f16', u'#f6d421', u'#618641', u'#34864a', u'#294223', u'#1d7437']",7241 1118 14553 1274 6636 7399 5311 666 2035 8856 5154 5293,f,print,Unknown,"composition and sheet: 36 1/8 x 36 1/16"" (91.8 x 91.6cm)",Unknown,Unknown,#f2cf03,Yellows,,,Unknown
19669,1024840,5961.026534714665,14729.030329365738,918.0,916.0,untitled from flowers,andy warhol,andy,warhol,1970,20,http://www.moma.org/collection/works/64286,https://www.moma.org//media/W1siZiIsIjEyOTM2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=b6c5d1307c8e7769,MOMA,print,Unknown,Unknown,64286,Magentas Yellows Greens Grays,"[u'#c5b71d', u'#c48fc4', u'#67af5c', u'#f7ba01', u'#c996b8', u'#c894d5', u'#c4527f', u'#98a073', u'#87b033', u'#84b042', u'#79b248', u'#78ac49']",1297 1282 8551 6478 1625 14612 8354 1766 6759 5497 3945 5626,f,print,Unknown,"composition and sheet: 36 1/8 x 36 1/16"" (91.8 x 91.6cm)",Unknown,Unknown,#c894d5,Magentas,,,Unknown
19670,1024841,3955.420482934256,8548.824850380335,918.0,916.0,untitled from flowers,andy warhol,andy,warhol,1970,20,http://www.moma.org/collection/works/64287,https://www.moma.org//media/W1siZiIsIjEyOTM2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=2a97ae48cd722b8a,MOMA,print,Unknown,Unknown,64287,Reds Cyans Magentas Yellows Grays Blues,"[u'#cc392a', u'#c25b86', u'#b6618f', u'#5d85aa', u'#4187b6', u'#fba623', u'#d19853', u'#c43a2a', u'#bf6aa8', u'#b1807f', u'#846688', u'#5f7aac']",3915 1212 561 3859 5780 8338 2344 7250 14458 1600 6180 10039,f,print,Unknown,"composition and sheet: 36 1/8 x 36 1/16"" (91.8 x 91.6cm)",Unknown,Unknown,#bf6aa8,Magentas,,,Unknown
